"DATA/CZAS";"TYP";"ZLECENIE#";"TRANSAKCJA#";"ZLECENIE POWIĄZANE#";"INSTRUMENT";"JEDNOSTKI/IL.";"CENA";"TOLERANCJA CENA";"STOP LOSS";"TAKE PROFIT";"DEPOZYT ZABEZPIECZAJĄCY (PLN)";"KURS WYMIANY";"WARTOŚĆ POZYCJI (PLN)";"ZAKSIĘGOWANA KWOTA (PLN)";"SALDO (PLN)";"WARTOŚĆ WYŁĄCZAJĄC OPŁATĘ";"OPŁATA";"KOSZTY UTRZYMANIA POZYCJI - WARTOŚĆ POZYCJI";"STAWKA ZA UTRZYMANIE POZYCJI";"KOSZTY UTRZYMANIA POZYCJI (PLN)";"KOSZTY UTRZYMANIA POZYCJI - SUMA (PLN)";"OPŁATA";"ZWROT %";"KIERUNEK";"WYPŁATA GDY ZYSK";"WYPŁATA GDY BEZ ZMIANY";"OTWARCIE";"WYGAŚNIĘCIE";"ROZLICZENIE";"CENA ROZLICZENIA";"WYNIK";"WYPŁATA";"TYP";"WYGAŚNIĘCIE";"CENA WYKONAWCZA";"ROZLICZENIE";"CENA ROZLICZENIA";"ZYSK";"STRATA"
"05 Wrz 2024 10:12:45";"Transakcja Sprzedaży";"O2-D5-979HCN";"T2-D5-5KV0ZS";"-";"Solana (USD)";"36 Jednost.";"133,074";"-";"135,735";"-";"-";"3,869523";"18 537,58";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"05 Wrz 2024 09:15:52";" Zamknięcie Transakcji";"O2-D5-979DYB";"T2-D5-5KTYFG";"O2-D3-94JY88";"Solana (USD)";"25 Jednost.";"132,648";"-";"-";"-";"-";"3,872579";"12 842,24";"-4 808,48";"37 939,08";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"05 Wrz 2024 08:50:42";" Zamknięcie Transakcji";"O2-D5-979BS6";"T2-D5-5KTWQ8";"O2-D4-95K8MW";"Solana (USD)";"25 Jednost.";"131,809";"-";"-";"-";"-";"3,873321";"12 763,46";"-1 406,89";"42 747,56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 23:00:48";"Koszty Utrzymania Pozycji";"1370472473";"-";"-";"Rachunek";"-";"-";"-";"-";"-";"-";"-";"-";"-83,18";"44 154,45";"-";"-";"-";"-";"-";"-83,18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 23:00:48";"Koszty Utrzymania Pozycji";"O2-D5-977ENK";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4 016,55";"-10,00000%";"4,22";"4,22";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 23:00:48";"Koszty Utrzymania Pozycji";"O2-D5-978T7V";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9 756,19";"-27,50000%";"-28,50";"-28,50";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 23:00:48";"Koszty Utrzymania Pozycji";"O2-D5-978F9V";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10 911,62";"-10,00000%";"11,47";"11,47";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 23:00:48";"Koszty Utrzymania Pozycji";"O2-D5-96SWM1";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11 246,34";"-27,50000%";"-32,85";"-32,85";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 23:00:48";"Koszty Utrzymania Pozycji";"O2-D4-95TL4Z";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3 012,41";"-27,50000%";"-8,80";"-8,80";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 23:00:48";"Koszty Utrzymania Pozycji";"O2-D5-96WE65";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6 426,48";"-27,50000%";"-18,77";"-18,77";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 23:00:48";"Koszty Utrzymania Pozycji";"O2-D4-96156D";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3 280,18";"-27,50000%";"-9,58";"-9,58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 23:00:48";"Koszty Utrzymania Pozycji";"O2-D3-94JY88";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6 694,25";"-27,50000%";"-19,55";"-19,55";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 23:00:48";"Koszty Utrzymania Pozycji";"O2-D4-95EL0T";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4 016,55";"-27,50000%";"-11,73";"-11,73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 23:00:48";"Koszty Utrzymania Pozycji";"O2-D5-977DSS";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6 024,82";"-10,00000%";"6,34";"6,34";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 23:00:48";"Koszty Utrzymania Pozycji";"O2-D5-977RC9";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"13 321,55";"-10,00000%";"14,01";"14,01";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 23:00:48";"Koszty Utrzymania Pozycji";"O2-D4-95K8MW";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10 041,37";"-10,00000%";"10,56";"10,56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 22:07:26";" Zamknięcie Transakcji";"O2-D5-978XGP";"T2-D5-5KTK5K";"O2-D3-94S9LM";"Solana (USD)";"35 Jednost.";"133,110";"-";"-";"-";"-";"3,87809";"18 067,43";"-6 260,69";"44 237,63";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 22:07:03";" Zamknięcie Transakcji";"O2-D5-978XGF";"T2-D5-5KTK5C";"O2-D4-95K8MW";"Solana (USD)";"35 Jednost.";"133,295";"-";"-";"-";"-";"3,87796";"18 091,94";"-2 173,69";"50 498,32";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 22:06:25";" Zamknięcie Transakcji";"O2-D5-978XFY";"T2-D5-5KTK52";"O2-D3-94S9LM";"Solana (USD)";"35 Jednost.";"133,125";"-";"-";"-";"-";"3,87809";"18 069,47";"-6 258,66";"52 672,01";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 22:01:47";" Zmodyfikowano Transakcję Kupna";"O2-D5-978T7V";"T2-D5-5KTG6W";"-";"Solana (USD)";"72,87 Jednost.";"133,704";"-";"-";"137,000";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 21:33:05";" Zmodyfikowano Transakcję Kupna";"O2-D5-978T7V";"T2-D5-5KTG6W";"-";"Solana (USD)";"72,87 Jednost.";"133,704";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 21:08:33";" Zmodyfikowano Transakcję Kupna";"O2-D5-978T7V";"T2-D5-5KTG6W";"-";"Solana (USD)";"72,87 Jednost.";"133,704";"-";"-";"134,300";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 21:04:47";" Zmodyfikowano Transakcję Kupna";"O2-D5-978T7V";"T2-D5-5KTG6W";"-";"Solana (USD)";"72,87 Jednost.";"133,704";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 21:04:35";" Transakcja Kupna";"O2-D5-978T7V";"T2-D5-5KTG6W";"-";"Solana (USD)";"72,87 Jednost.";"133,704";"-";"131,030";"-";"-";"3,879603";"37 799,01";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 17:32:01";"Zmodyfikowano Transakcję Sprzedaży";"O2-D5-978F9V";"T2-D5-5KT587";"-";"Solana (USD)";"81,5 Jednost.";"132,385";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 17:31:50";"Transakcja Sprzedaży";"O2-D5-978F9V";"T2-D5-5KT587";"-";"Solana (USD)";"81,5 Jednost.";"132,385";"-";"135,042";"-";"-";"3,878371";"41 845,20";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 17:30:15";" Zamknięcie Transakcji";"O2-D5-978F1V";"T2-D5-5KT4ZG";"O2-D5-973Z4E";"Solana (USD)";"65 Jednost.";"132,739";"-";"-";"-";"-";"3,83984";"33 463,32";"301,01";"58 930,67";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 17:28:50";" Zamknięcie Transakcji";"O2-D5-978EXL";"T2-D5-5KT4VN";"O2-D5-976MF7";"Solana (USD)";"20 Jednost.";"132,750";"-";"-";"-";"-";"3,83905";"10 295,07";"135,75";"58 629,66";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 17:26:55";" Zamknięcie Transakcji";"O2-D5-978ERS";"T2-D5-5KT4PY";"O2-D5-973Z4E";"Solana (USD)";"40 Jednost.";"132,850";"-";"-";"-";"-";"3,83974";"20 609,45";"168,18";"58 493,91";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 17:25:55";" Zamknięcie Transakcji";"O2-D5-978ENS";"T2-D5-5KT4M2";"O2-D4-95P4DE";"Solana (USD)";"15 Jednost.";"133,060";"-";"-";"-";"-";"3,83945";"7 740,16";"336,05";"58 325,73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 17:23:54";" Zamknięcie Transakcji";"O2-D5-978EJS";"T2-D5-5KT4HQ";"O2-D5-976MF7";"Solana (USD)";"5 Jednost.";"133,141";"-";"-";"-";"-";"3,83944";"2 581,61";"41,45";"57 989,68";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 17:21:55";" Zamknięcie Transakcji";"O2-D5-978EEM";"T2-D5-5KT4EJ";"O2-D5-976MF7";"Solana (USD)";"5 Jednost.";"132,865";"-";"-";"-";"-";"3,83838";"2 575,55";"36,14";"57 948,23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 17:20:06";" Zamknięcie Transakcji";"O2-D5-978E9K";"T2-D5-5KT49S";"O2-D5-976MF7";"Solana (USD)";"17 Jednost.";"132,680";"-";"-";"-";"-";"3,83899";"8 746,06";"110,82";"57 912,09";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 17:19:01";" Zamknięcie Transakcji";"O2-D5-978E6R";"T2-D5-5KT47M";"O2-D5-977BB0";"Solana (USD)";"65 Jednost.";"132,400";"-";"-";"-";"-";"3,83958";"33 375,53";"459,21";"57 801,27";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 17:18:25";" Zamknięcie Transakcji";"O2-D5-978E5C";"T2-D5-5KT46P";"O2-D5-974P0D";"Solana (USD)";"93 Jednost.";"132,595";"-";"-";"-";"-";"3,84063";"47 836,12";"214,31";"57 342,06";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 17:14:18";" Zamknięcie Transakcji";"O2-D5-978DS2";"T2-D5-5KT3TW";"O2-D5-977BB0";"Solana (USD)";"2 Jednost.";"132,731";"-";"-";"-";"-";"3,84079";"1 029,83";"16,68";"57 127,75";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 17:13:49";" Zamknięcie Transakcji";"O2-D5-978DR7";"T2-D5-5KT3T2";"O2-D5-977BB0";"Solana (USD)";"3 Jednost.";"132,633";"-";"-";"-";"-";"3,84044";"1 543,46";"23,88";"57 111,07";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 16:36:45";" Zamknięcie Transakcji";"O2-D5-9787YC";"T2-D5-5KSZDD";"O2-D5-977BB0";"Solana (USD)";"11 Jednost.";"130,748";"-";"-";"-";"-";"3,83879";"5 576,54";"7,94";"57 087,19";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 14:30:11";" Zmodyfikowano Transakcję Kupna";"O2-D5-977BB0";"T2-D5-5KS5Q5";"-";"Solana (USD)";"81 Jednost.";"130,560";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 14:27:14";"Zmodyfikowano Transakcję Sprzedaży";"O2-D5-977RC9";"T2-D5-5KSJBN";"-";"Solana (USD)";"99,5 Jednost.";"128,260";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 14:27:01";"Transakcja Sprzedaży";"O2-D5-977RC9";"T2-D5-5KSJBN";"-";"Solana (USD)";"99,5 Jednost.";"128,260";"-";"130,825";"-";"-";"3,896156";"49 722,23";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 13:08:44";" Zamknięcie Transakcji";"O2-D5-977MXG";"T2-D5-5KSFMF";"O2-D5-977DSS";"Solana (USD)";"5 Jednost.";"129,140";"-";"-";"-";"-";"3,85585";"2 514,74";"17,22";"57 079,25";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 12:47:16";" Zmodyfikowano Transakcję Kupna";"O2-D5-977BB0";"T2-D5-5KS5Q5";"-";"Solana (USD)";"81 Jednost.";"130,560";"-";"-";"131,400";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 12:43:20";"Take Profit";"O2-D5-976NBD";"T2-D5-5KSEQH";"-";"Solana (USD)";"41 Jednost.";"129,000";"-";"-";"-";"-";"3,85372";"20 587,10";"66,52";"57 062,03";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 12:43:20";"Take Profit";"O2-D5-976NB5";"T2-D5-5KSEQG";"-";"Solana (USD)";"53 Jednost.";"129,000";"-";"-";"-";"-";"3,85372";"26 612,60";"117,44";"56 995,51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 12:35:17";"Zmodyfikowano Transakcję Sprzedaży";"O2-D5-976NBD";"T2-D5-5KRMEG";"-";"Solana (USD)";"41 Jednost.";"129,421";"-";"-";"129,000";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 12:34:52";"Zmodyfikowano Transakcję Sprzedaży";"O2-D5-976NB5";"T2-D5-5KRMEF";"-";"Solana (USD)";"53 Jednost.";"129,575";"-";"-";"129,000";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 11:34:11";" Zmodyfikowano Transakcję Kupna";"O2-D5-977BB0";"T2-D5-5KS5Q5";"-";"Solana (USD)";"81 Jednost.";"130,560";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 10:37:22";"Zmodyfikowano Transakcję Sprzedaży";"O2-D5-977ENK";"T2-D5-5KS8GJ";"-";"Solana (USD)";"30 Jednost.";"130,169";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 10:37:11";"Transakcja Sprzedaży";"O2-D5-977ENK";"T2-D5-5KS8GJ";"-";"Solana (USD)";"30 Jednost.";"130,169";"-";"132,773";"-";"-";"3,890625";"15 193,16";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 10:23:45";"Zmodyfikowano Transakcję Sprzedaży";"O2-D5-977DSS";"T2-D5-5KS7NQ";"-";"Solana (USD)";"50 Jednost.";"130,033";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 10:23:32";"Transakcja Sprzedaży";"O2-D5-977DSS";"T2-D5-5KS7NQ";"-";"Solana (USD)";"50 Jednost.";"130,033";"-";"132,633";"-";"-";"3,889683";"25 289,35";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 09:56:50";" Zmodyfikowano Transakcję Kupna";"O2-D5-977BB0";"T2-D5-5KS5Q5";"-";"Solana (USD)";"81 Jednost.";"130,560";"-";"-";"131,200";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 09:40:08";" Zmodyfikowano Transakcję Kupna";"O2-D5-977BB0";"T2-D5-5KS5Q5";"-";"Solana (USD)";"81 Jednost.";"130,560";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"04 Wrz 2024 09:39:56";" Transakcja Kupna";"O2-D5-977BB0";"T2-D5-5KS5Q5";"-";"Solana (USD)";"81 Jednost.";"130,560";"-";"127,966";"-";"-";"3,885475";"41 090,29";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 23:26:07";"Zmodyfikowano Transakcję Sprzedaży";"O2-D5-976NBD";"T2-D5-5KRMEG";"-";"Solana (USD)";"41 Jednost.";"129,421";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 23:25:57";"Transakcja Sprzedaży";"O2-D5-976NBD";"T2-D5-5KRMEG";"-";"Solana (USD)";"41 Jednost.";"129,421";"-";"132,009";"-";"-";"3,894092";"20 663,06";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 23:24:50";"Transakcja Sprzedaży";"O2-D5-976NB5";"T2-D5-5KRMEF";"-";"Solana (USD)";"53 Jednost.";"129,575";"-";"-";"-";"-";"3,894092";"26 742,57";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 23:00:49";"Koszty Utrzymania Pozycji";"1370007482";"-";"-";"Rachunek";"-";"-";"-";"-";"-";"-";"-";"-";"-99,51";"56 878,07";"-";"-";"-";"-";"-";"-99,51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 23:00:49";"Koszty Utrzymania Pozycji";"O2-D5-96SWM1";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"10 964,94";"-27,50000%";"-32,18";"-32,18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 23:00:49";"Koszty Utrzymania Pozycji";"O2-D4-95TL4Z";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2 937,03";"-27,50000%";"-8,62";"-8,62";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 23:00:49";"Koszty Utrzymania Pozycji";"O2-D5-96WE65";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6 265,68";"-27,50000%";"-18,39";"-18,39";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 23:00:49";"Koszty Utrzymania Pozycji";"O2-D5-973Z4E";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"13 706,17";"-10,00000%";"14,48";"14,48";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 23:00:49";"Koszty Utrzymania Pozycji";"O2-D4-96156D";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3 198,10";"-27,50000%";"-9,39";"-9,39";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 23:00:49";"Koszty Utrzymania Pozycji";"O2-D3-94JY88";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6 526,75";"-27,50000%";"-19,16";"-19,16";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 23:00:49";"Koszty Utrzymania Pozycji";"O2-D3-94S9LM";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9 137,45";"-27,50000%";"-26,82";"-26,82";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 23:00:49";"Koszty Utrzymania Pozycji";"O2-D5-974P0D";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"12 139,75";"-10,00000%";"12,83";"12,83";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 23:00:49";"Koszty Utrzymania Pozycji";"O2-D4-95P4DE";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1 958,02";"-10,00000%";"2,07";"2,07";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 23:00:49";"Koszty Utrzymania Pozycji";"O2-D4-95EL0T";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3 916,05";"-27,50000%";"-11,49";"-11,49";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 23:00:49";"Koszty Utrzymania Pozycji";"O2-D5-976MF7";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6 135,14";"-27,50000%";"-18,01";"-18,01";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
