"DATA/CZAS";"TYP";"ZLECENIE#";"TRANSAKCJA#";"ZLECENIE POWIĄZANE#";"INSTRUMENT";"JEDNOSTKI/IL.";"CENA";"TOLERANCJA CENA";"STOP LOSS";"TAKE PROFIT";"DEPOZYT ZABEZPIECZAJĄCY (PLN)";"KURS WYMIANY";"WARTOŚĆ POZYCJI (PLN)";"ZAKSIĘGOWANA KWOTA (PLN)";"SALDO (PLN)";"WARTOŚĆ WYŁĄCZAJĄC OPŁATĘ";"OPŁATA";"KOSZTY UTRZYMANIA POZYCJI - WARTOŚĆ POZYCJI";"STAWKA ZA UTRZYMANIE POZYCJI";"KOSZTY UTRZYMANIA POZYCJI (PLN)";"KOSZTY UTRZYMANIA POZYCJI - SUMA (PLN)";"OPŁATA";"ZWROT %";"KIERUNEK";"WYPŁATA GDY ZYSK";"WYPŁATA GDY BEZ ZMIANY";"OTWARCIE";"WYGAŚNIĘCIE";"ROZLICZENIE";"CENA ROZLICZENIA";"WYNIK";"WYPŁATA";"TYP";"WYGAŚNIĘCIE";"CENA WYKONAWCZA";"ROZLICZENIE";"CENA ROZLICZENIA";"ZYSK";"STRATA"
"19 Kw 2024 13:16:31";" Transakcja Kupna";"O2-CS-8ZNY04";"T2-CS-5E4W06";"-";"Solana (USD)";"10,1 Jednost.";"145,420";"-";"-";"-";"-";"4,085454";"6 000,47";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Kw 2024 12:52:03";" Zamknięcie Transakcji";"O2-CS-8ZNWJQ";"T2-CS-5E4TRD";"O2-CS-8ZNNM9";"Solana (USD)";"4 Jednost.";"144,720";"-";"-";"-";"-";"4,04664";"2 366,06";"3,56";"23 544,77";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Kw 2024 11:23:38";"Take Profit";"O2-CS-8ZN0WZ";"T2-CS-5E4PKT";"-";"Solana (USD)";"5,76 Jednost.";"143,906";"-";"-";"-";"-";"4,04679";"3 388,08";"202,93";"23 541,21";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Kw 2024 11:22:01";" Zmodyfikowano Transakcję Kupna";"O2-CS-8ZN0WZ";"T2-CS-5E43JZ";"-";"Solana (USD)";"5,76 Jednost.";"135,200";"-";"-";"143,906";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Kw 2024 10:51:17";" Transakcja Kupna";"O2-CS-8ZNNM9";"T2-CS-5E4N3D";"-";"Solana (USD)";"4 Jednost.";"144,500";"-";"-";"-";"-";"4,092188";"2 365,28";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Kw 2024 05:32:32";" Transakcja Kupna";"O2-CS-8ZN0WZ";"T2-CS-5E43JZ";"-";"Solana (USD)";"5,76 Jednost.";"135,200";"-";"-";"-";"-";"4,111907";"3 202,15";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Kw 2024 05:31:26";" Zamknięcie Transakcji";"O2-CS-8ZN0T3";"T2-CS-5E43FY";"O2-CS-8ZL3PH";"Solana (USD)";"50 Jednost.";"135,896";"-";"-";"-";"-";"4,111827";"27 939,04";"-632,40";"23 338,28";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Kw 2024 05:31:19";" Zamknięcie Transakcji";"O2-CS-8ZN0SQ";"T2-CS-5E43EQ";"O2-CS-8ZLH0V";"Solana (USD)";"50 Jednost.";"135,760";"-";"-";"-";"-";"4,112057";"27 912,64";"-667,18";"23 970,68";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Kw 2024 05:24:30";" Zamknięcie Transakcji";"O2-CS-8ZN06S";"T2-CS-5E42R2";"O2-CS-8ZKWEW";"Solana (USD)";"50 Jednost.";"135,051";"-";"-";"-";"-";"4,126015";"27 861,12";"-923,40";"24 637,86";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"19 Kw 2024 05:24:00";" Zamknięcie Transakcji";"O2-CS-8ZN06C";"T2-CS-5E42QG";"O2-CS-8ZKSHX";"Solana (USD)";"50 Jednost.";"134,915";"-";"-";"-";"-";"4,125745";"27 831,24";"-1 067,54";"25 561,26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 23:51:10";" Zamknięcie Transakcji";"O2-CS-8ZMEYW";"T2-CS-5E3J1T";"O2-CS-8ZMEYH";"Solana (USD)";"50 Jednost.";"141,045";"-";"-";"-";"-";"4,05321";"28 871,49";"86,94";"26 628,80";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 23:43:44";" Transakcja Kupna";"O2-CS-8ZMEYH";"T2-CS-5E3J1L";"-";"Solana (USD)";"50 Jednost.";"140,616";"-";"-";"-";"-";"4,093941";"28 783,68";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 23:01:18";"Koszty Utrzymania Pozycji";"1328224852";"-";"-";"Rachunek";"-";"-";"-";"-";"-";"-";"-";"-";"-19,93";"26 541,86";"-";"-";"-";"-";"-";"-19,93";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 23:01:18";"Koszty Utrzymania Pozycji";"O2-CS-8ZLH0V";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7 016,00";"-27,50000%";"-21,65";"-21,65";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 23:01:18";"Koszty Utrzymania Pozycji";"O2-CR-8Z7P36";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7 016,00";"-27,50000%";"-21,65";"-21,65";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 23:01:18";"Koszty Utrzymania Pozycji";"O2-CS-8ZL3PH";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7 016,00";"-10,00000%";"7,79";"7,79";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 23:01:18";"Koszty Utrzymania Pozycji";"O2-CS-8ZKSHX";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7 016,00";"-10,00000%";"7,79";"7,79";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 23:01:18";"Koszty Utrzymania Pozycji";"O2-CS-8ZKWEW";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"7 016,00";"-10,00000%";"7,79";"7,79";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 16:19:51";" Zamknięcie Transakcji";"O2-CS-8ZLH1B";"T2-CS-5E2MRR";"O2-CS-8ZKZVK";"Solana (USD)";"50 Jednost.";"138,995";"-";"-";"-";"-";"4,04077";"28 364,54";"414,18";"26 561,79";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 16:19:38";" Transakcja Kupna";"O2-CS-8ZLH0V";"T2-CS-5E2MRC";"-";"Solana (USD)";"50 Jednost.";"139,005";"-";"-";"-";"-";"4,080875";"28 363,10";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 14:36:57";"Transakcja Sprzedaży";"O2-CS-8ZL3PH";"T2-CS-5E294J";"-";"Solana (USD)";"50 Jednost.";"132,820";"-";"-";"-";"-";"4,079071";"27 089,11";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 14:34:53";"Stop Loss";"O2-CS-8ZL1VB";"T2-CS-5E28Z3";"-";"Solana (USD)";"50 Jednost.";"132,605";"-";"-";"-";"-";"4,0401";"27 056,09";"442,59";"26 147,61";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 14:33:51";"Zmodyfikowano Stop Loss";"O2-CS-8ZL1VB";"-";"O2-CS-8ZL2PS";"Solana (USD)";"50 Jednost.";"134,796";"-";"132,600";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 14:31:49";"Zmodyfikowano Stop Loss";"O2-CS-8ZL1VB";"-";"O2-CS-8ZL2PS";"Solana (USD)";"50 Jednost.";"134,796";"-";"133,300";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 14:29:15";"Zmodyfikowano Transakcję Sprzedaży";"O2-CS-8ZL1VB";"T2-CS-5E27K2";"-";"Solana (USD)";"50 Jednost.";"134,796";"-";"134,300";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 14:13:47";"Transakcja Sprzedaży";"O2-CS-8ZL1VB";"T2-CS-5E27K2";"-";"Solana (USD)";"50 Jednost.";"134,796";"-";"-";"-";"-";"4,071075";"27 438,23";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 14:11:53";"Stop Loss";"O2-CS-8ZL16B";"T2-CS-5E27H1";"-";"Solana (USD)";"50 Jednost.";"135,120";"-";"-";"-";"-";"4,03027";"27 502,15";"184,18";"25 705,02";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 14:11:39";"Zmodyfikowano Stop Loss";"O2-CS-8ZL16B";"-";"O2-CS-8ZL1QV";"Solana (USD)";"50 Jednost.";"136,034";"-";"135,100";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 14:10:54";"Zmodyfikowano Transakcję Sprzedaży";"O2-CS-8ZL16B";"T2-CS-5E270T";"-";"Solana (USD)";"50 Jednost.";"136,034";"-";"135,300";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 13:58:43";"Transakcja Sprzedaży";"O2-CS-8ZL16B";"T2-CS-5E270T";"-";"Solana (USD)";"50 Jednost.";"136,034";"-";"-";"-";"-";"4,073741";"27 708,36";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 13:50:30";"Stop Loss";"O2-CS-8ZL0T9";"T2-CS-5E26TQ";"-";"Solana (USD)";"50 Jednost.";"135,900";"-";"-";"-";"-";"4,03546";"27 696,58";"21,19";"25 520,84";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 13:50:06";"Zmodyfikowano Transakcję Sprzedaży";"O2-CS-8ZL0T9";"T2-CS-5E26PK";"-";"Solana (USD)";"50 Jednost.";"136,005";"-";"135,900";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 13:46:19";"Transakcja Sprzedaży";"O2-CS-8ZL0T9";"T2-CS-5E26PK";"-";"Solana (USD)";"50 Jednost.";"136,005";"-";"-";"-";"-";"4,076196";"27 719,15";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 13:25:35";" Transakcja Kupna";"O2-CS-8ZKZVK";"T2-CS-5E25SL";"-";"Solana (USD)";"50 Jednost.";"136,945";"-";"-";"-";"-";"4,077067";"27 916,69";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 13:04:18";"Stop Loss";"O2-CS-8ZKYR4";"T2-CS-5E253B";"-";"Solana (USD)";"50 Jednost.";"134,070";"-";"-";"-";"-";"4,03538";"27 323,09";"94,83";"25 499,65";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 13:04:16";"Zmodyfikowano Stop Loss";"O2-CS-8ZKYR4";"-";"O2-CS-8ZKYZ8";"Solana (USD)";"50 Jednost.";"133,600";"-";"134,100";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 13:03:39";"Zmodyfikowano Stop Loss";"O2-CS-8ZKYR4";"-";"O2-CS-8ZKYZ8";"Solana (USD)";"50 Jednost.";"133,600";"-";"133,900";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 13:03:13";" Zmodyfikowano Transakcję Kupna";"O2-CS-8ZKYR4";"T2-CS-5E24XE";"-";"Solana (USD)";"50 Jednost.";"133,600";"-";"133,700";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 12:58:06";" Transakcja Kupna";"O2-CS-8ZKYR4";"T2-CS-5E24XE";"-";"Solana (USD)";"50 Jednost.";"133,600";"-";"-";"-";"-";"4,077599";"27 238,36";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 12:22:23";"Zmodyfikowano Transakcję Sprzedaży";"O2-CS-8ZKWEW";"T2-CS-5E2303";"-";"Solana (USD)";"50 Jednost.";"130,575";"-";"-";"128,500";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 12:02:17";"Transakcja Sprzedaży";"O2-CS-8ZKWEW";"T2-CS-5E2303";"-";"Solana (USD)";"50 Jednost.";"130,575";"-";"-";"-";"-";"4,07846";"26 627,24";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 11:57:36";"Stop Loss";"O2-CS-8ZKW4D";"T2-CS-5E22WK";"-";"Solana (USD)";"50 Jednost.";"130,720";"-";"-";"-";"-";"4,0382";"26 658,97";"10,10";"25 404,82";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 11:57:29";"Zmodyfikowano Transakcję Sprzedaży";"O2-CS-8ZKW4D";"T2-CS-5E22TD";"-";"Solana (USD)";"50 Jednost.";"130,770";"-";"130,720";"128,500";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 11:54:36";"Transakcja Sprzedaży";"O2-CS-8ZKW4D";"T2-CS-5E22TD";"-";"Solana (USD)";"50 Jednost.";"130,770";"-";"-";"-";"-";"4,07837";"26 666,42";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 11:19:22";"Stop Loss";"O2-CS-8ZKT60";"T2-CS-5E21CK";"-";"Solana (USD)";"50 Jednost.";"130,730";"-";"-";"-";"-";"4,03539";"26 642,47";"46,41";"25 394,72";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 11:19:21";"Zmodyfikowano Stop Loss";"O2-CS-8ZKT60";"-";"O2-CS-8ZKTBE";"Solana (USD)";"50 Jednost.";"130,960";"-";"130,700";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 11:18:45";"Zmodyfikowano Transakcję Sprzedaży";"O2-CS-8ZKT60";"T2-CS-5E217K";"-";"Solana (USD)";"50 Jednost.";"130,960";"-";"130,800";"128,500";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 11:16:15";"Zmodyfikowano Transakcję Sprzedaży";"O2-CS-8ZKT60";"T2-CS-5E217K";"-";"Solana (USD)";"50 Jednost.";"130,960";"-";"-";"128,500";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 11:15:42";"Transakcja Sprzedaży";"O2-CS-8ZKT60";"T2-CS-5E217K";"-";"Solana (USD)";"50 Jednost.";"130,960";"-";"-";"-";"-";"4,075615";"26 687,12";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 10:58:51";"Zmodyfikowano Transakcję Sprzedaży";"O2-CS-8ZKSHX";"T2-CS-5E20P8";"-";"Solana (USD)";"50 Jednost.";"129,740";"-";"-";"128,500";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 10:56:57";"Transakcja Sprzedaży";"O2-CS-8ZKSHX";"T2-CS-5E20P8";"-";"Solana (USD)";"50 Jednost.";"129,740";"-";"-";"-";"-";"4,075955";"26 440,72";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 10:55:42";" Zamknięcie Transakcji";"O2-CS-8ZKSE2";"T2-CS-5E20LE";"O2-CS-8ZKSDK";"Solana (USD)";"11 Jednost.";"129,840";"-";"-";"-";"-";"4,03583";"5 822,07";"7,77";"25 348,31";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 10:55:17";"Transakcja Sprzedaży";"O2-CS-8ZKSDK";"T2-CS-5E20KR";"-";"Solana (USD)";"11 Jednost.";"130,015";"-";"-";"-";"-";"4,076075";"5 829,45";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 10:36:39";"Stop Loss";"O2-CS-8ZKQ93";"T2-CS-5E1ZS0";"-";"Solana (USD)";"10 Jednost.";"130,500";"-";"-";"-";"-";"4,04046";"5 325,78";"77,78";"25 340,54";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 10:34:20";"Zmodyfikowano Stop Loss";"O2-CS-8ZKQ93";"-";"O2-CS-8ZKR61";"Solana (USD)";"10 Jednost.";"128,575";"-";"130,500";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 10:32:37";" Zmodyfikowano Transakcję Kupna";"O2-CS-8ZKQ93";"T2-CS-5E1YTQ";"-";"Solana (USD)";"10 Jednost.";"128,575";"-";"129,500";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 10:19:38";" Transakcja Kupna";"O2-CS-8ZKQ93";"T2-CS-5E1YTQ";"-";"Solana (USD)";"10 Jednost.";"128,575";"-";"-";"-";"-";"4,074893";"5 239,29";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"18 Kw 2024 01:55:41";"Take Profit";"O2-CS-8ZK4ZN";"T2-CS-5E1J0G";"-";"Solana (USD)";"50 Jednost.";"132,000";"-";"-";"-";"-";"4,04563";"26 969,48";"667,53";"25 262,76";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"17 Kw 2024 23:17:26";"Zmodyfikowano Take Profit";"O2-CS-8ZK4ZN";"-";"O2-CS-8ZK4ZS";"Solana (USD)";"50 Jednost.";"135,300";"-";"-";"132,000";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"17 Kw 2024 23:15:21";"Zmodyfikowano Transakcję Sprzedaży";"O2-CS-8ZK4ZN";"T2-CS-5E1GZF";"-";"Solana (USD)";"50 Jednost.";"135,300";"-";"-";"133,000";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"17 Kw 2024 23:15:05";"Transakcja Sprzedaży";"O2-CS-8ZK4ZN";"T2-CS-5E1GZF";"-";"Solana (USD)";"50 Jednost.";"135,300";"-";"-";"-";"-";"4,089122";"27 662,91";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"17 Kw 2024 23:12:02";"Stop Loss";"O2-CS-8ZK4Y2";"T2-CS-5E1GZ9";"-";"Solana (USD)";"7,3 Jednost.";"135,100";"-";"-";"-";"-";"4,04719";"4 031,56";"17,14";"24 595,23";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"17 Kw 2024 23:11:54";"Zmodyfikowano Stop Loss";"O2-CS-8ZK4Y2";"-";"O2-CS-8ZK4YG";"Solana (USD)";"7,3 Jednost.";"134,520";"-";"135,100";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"17 Kw 2024 23:10:53";" Zmodyfikowano Transakcję Kupna";"O2-CS-8ZK4Y2";"T2-CS-5E1GYY";"-";"Solana (USD)";"7,3 Jednost.";"134,520";"-";"134,800";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"17 Kw 2024 23:07:36";" Transakcja Kupna";"O2-CS-8ZK4Y2";"T2-CS-5E1GYY";"-";"Solana (USD)";"7,3 Jednost.";"134,520";"-";"-";"-";"-";"4,08811";"4 014,50";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"17 Kw 2024 23:01:20";"Koszty Utrzymania Pozycji";"1327760649";"-";"-";"Rachunek";"-";"-";"-";"-";"-";"-";"-";"-";"-20,52";"24 578,09";"-";"-";"-";"-";"-";"-20,52";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"17 Kw 2024 23:01:20";"Koszty Utrzymania Pozycji";"O2-CR-8Z7P36";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6 669,75";"-27,50000%";"-20,52";"-20,52";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"17 Kw 2024 22:56:08";"Stop Loss";"O2-CS-8ZK4FS";"T2-CS-5E1GVT";"-";"Solana (USD)";"10 Jednost.";"133,602";"-";"-";"-";"-";"4,04373";"5 456,78";"38,58";"24 465,57";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"17 Kw 2024 22:56:08";"Stop Loss";"O2-CS-8ZK2LM";"T2-CS-5E1GVV";"-";"Solana (USD)";"50 Jednost.";"133,602";"-";"-";"-";"-";"4,04373";"27 283,94";"133,04";"24 598,61";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"17 Kw 2024 22:52:06";"Zmodyfikowano Stop Loss";"O2-CS-8ZK4FS";"-";"O2-CS-8ZK4JX";"Solana (USD)";"10 Jednost.";"134,556";"-";"133,600";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
